d001.s001.t001,این,این,DET,
d001.s001.t002,سند,سند,NOUN,bn:00028015n
d001.s001.t003,خلاصه,خلاصه,ADV,bn:00075142n
d001.s001.t004,ای,ای,INTJ,bn:00075142n
d001.s001.t005,از,از,ADP,
d001.s001.t006,گزارش,گزارش,"NOUN,EZ",bn:00067181n
d001.s001.t007,ارزیابی,ارزیابی,"NOUN,EZ",bn:00006502n
d001.s001.t008,عمومی,عمومی,"ADJ,EZ",bn:00109211a
d001.s001.t009,اروپا,اروپا,NOUN,bn:00102440a
d001.s001.t010,(,(,PUNCT,
d001.s001.t011,EPAR,EPAR,NOUN,
d001.s001.t012,),),PUNCT,
d001.s001.t013,است,است,VERB,
d001.s001.t014,.,.,PUNCT,
d001.s002.t001,این,این,DET,
d001.s002.t002,توضیح,توضیح,NOUN,bn:00087869v
d001.s002.t003,می,می,NOUN,bn:00087869v
d001.s002.t004,دهد,داد#ده,VERB,bn:00087869v
d001.s002.t005,که,که,SCONJ,
d001.s002.t006,چگونه,چگونه,ADV,
d001.s002.t007,کمیته,کمیته,"NOUN,EZ",bn:00021015n
d001.s002.t008,محصولات,محصولات,"NOUN,EZ",bn:00106556a
d001.s002.t009,دارویی,دارویی,ADJ,bn:00064584n
d001.s002.t010,برای,برای,"ADP,EZ",
d001.s002.t011,مصارف,مصارف,"NOUN,EZ",
d001.s002.t012,انسانی,انسانی,ADJ,bn:00104385a
d001.s002.t013,(,(,PUNCT,bn:00302314n
d001.s002.t014,CHMP,CHMP,NOUN,bn:00074790n
d001.s002.t015,),),PUNCT,bn:00087107v
d001.s002.t016,مطالعات,مطالعات,NOUN,bn:00074790n
d001.s002.t017,انجام,انجام,NOUN,
d001.s002.t018,شده,شده,VERB,bn:00082720v
d001.s002.t019,را,را,ADP,
d001.s002.t020,ارزیابی,ارزیابی,NOUN,
d001.s002.t021,کرده_است,کرد#کن,VERB,
d001.s002.t022,تا,تا,SCONJ,bn:00082226v
d001.s002.t023,به,به,ADP,bn:00066562n
d001.s002.t024,توصیه,توصیه,"NOUN,EZ",
d001.s002.t025,های,های,"NOUN,EZ",
d001.s002.t026,خود,خود,PRON,
d001.s002.t027,در,در,ADP,
d001.s002.t028,مورد,مورد,"NOUN,EZ",
d001.s002.t029,نحوه,نحوه,"NOUN,EZ",bn:00082705v
d001.s002.t030,استفاده,استفاده,NOUN,bn:00082705v
d001.s002.t031,از,از,ADP,bn:00054128n
d001.s002.t032,دارو,دارو,NOUN,bn:00082226v
d001.s002.t033,برسد,رسید#رس,VERB,
d001.s002.t034,.,.,PUNCT,
d001.s003.t001,اگر,اگر,SCONJ,
d001.s003.t002,به,به,ADP,bn:00091028v
d001.s003.t003,اطلاعات,اطلاعات,"NOUN,EZ",bn:00025314n
d001.s003.t004,بیشتری,بیشتری,ADJ,bn:00106935a
d001.s003.t005,در,در,ADP,
d001.s003.t006,مورد,مورد,"NOUN,EZ",
d001.s003.t007,وضعیت,وضعیت,"NOUN,EZ",bn:00021648n
d001.s003.t008,پزشکی,پزشکی,NOUN,bn:00106555a
d001.s003.t009,یا,یا,CCONJ,
d001.s003.t010,درمان,درمان,"NOUN,EZ",bn:00047235n
d001.s003.t011,خود,خود,PRON,
d001.s003.t012,نیاز,نیاز,NOUN,bn:00091028v
d001.s003.t013,دارید,داشت#دار,VERB,bn:00091028v
d001.s003.t014,،,،,PUNCT,
d001.s003.t015,جزوه,جزوه,NOUN,bn:00013882n
d001.s003.t016,بسته,بسته,VERB,
d001.s003.t017,(,(,PUNCT,
d001.s003.t018,همچنین,همچنین,CCONJ,bn:00021395n
d001.s003.t019,بخشی,بخشی,NOUN,bn:00021395n
d001.s003.t020,از,از,ADP,
d001.s003.t021,EPAR,EPAR,NOUN,
d001.s003.t022,),),PUNCT,bn:00092424v
d001.s003.t023,را,را,ADP,
d001.s003.t024,بخوانید,خواند#خوان,VERB,bn:00085696v
d001.s003.t025,یا,یا,CCONJ,bn:00027976n
d001.s003.t026,با,با,ADP,
d001.s003.t027,پزشک,پزشک,NOUN,bn:00004992n
d001.s003.t028,یا,یا,CCONJ,
d001.s003.t029,داروساز,داروساز,"NOUN,EZ",bn:00085696v
d001.s003.t030,خود,خود,PRON,
d001.s003.t031,تماس,تماس,NOUN,
d001.s003.t032,بگیرید,گرفت#گیر,VERB,
d001.s003.t033,.,.,PUNCT,
d001.s004.t001,اگر,اگر,SCONJ,
d001.s004.t002,می,می,NOUN,bn:00086682v
d001.s004.t003,خواهید_اطلاعات,خواهید_اطلاعات,"NOUN,EZ",bn:00086682v
d001.s004.t004,بیشتری,بیشتری,ADJ,bn:00025314n
d001.s004.t005,در,در,ADP,bn:00106935a
d001.s004.t006,مورد,مورد,"NOUN,EZ",
d001.s004.t007,توصیه,توصیه,"NOUN,EZ",
d001.s004.t008,های,های,NOUN,bn:00066562n
d001.s004.t009,CHMP,CHMP,NOUN,
d001.s004.t010,داشته_باشید,داشت#دار,VERB,bn:00302314n
d001.s004.t011,،,،,PUNCT,
d001.s004.t012,بحث,بحث,"NOUN,EZ",
d001.s004.t013,علمی,علمی,ADJ,
d001.s004.t014,(,(,PUNCT,bn:00021395n
d001.s004.t015,همچنین,همچنین,CCONJ,bn:00110175a
d001.s004.t016,بخشی,بخشی,NOUN,
d001.s004.t017,از,از,ADP,bn:00021395n
d001.s004.t018,EPAR,EPAR,NOUN,
d001.s004.t019,),),PUNCT,
d001.s004.t020,را,را,ADP,
d001.s004.t021,بخوانید,خواند#خوان,VERB,bn:00092424v
d001.s004.t022,.,.,PUNCT,
d001.s005.t001,Alimta,Alimta,NOUN,bn:00602447n
d001.s005.t002,چیست,چیست,VERB,
d001.s005.t003,؟,؟,PUNCT,
d001.s006.t001,Alimta,Alimta,NOUN,bn:00602447n
d001.s006.t002,پودری,پودر,ADJ,bn:00063926n
d001.s006.t003,است,است,VERB,
d001.s006.t004,که,که,SCONJ,
d001.s006.t005,در,در,ADP,
d001.s006.t006,محلول,محلول,"NOUN,EZ",
d001.s006.t007,تزریق,تزریق,NOUN,
d001.s006.t008,(,(,PUNCT,
d001.s006.t009,قطره,قطره,NOUN,
d001.s006.t010,در,در,ADP,
d001.s006.t011,ورید,ورید,NOUN,bn:00083187v
d001.s006.t012,),),PUNCT,nan
d001.s006.t013,ساخته_شده_است,ساخت#ساز,VERB,nan
d001.s006.t014,.,.,PUNCT,
d001.s007.t001,این,این,DET,
d001.s007.t002,ماده,ماده,NOUN,bn:00074986n
d001.s007.t003,حاوی,حاوی,"ADJ,EZ",bn:00085499v
d001.s007.t004,ماده,ماده,NOUN,bn:00074986n
d001.s007.t005,فعال,فعال,"ADJ,EZ",bn:00096387a
d001.s007.t006,pemetrexed,pemetrexed,NOUN,bn:00602447n
d001.s007.t007,است,است,VERB,
d001.s007.t008,.,.,PUNCT,
d001.s008.t001,از,از,ADP,
